name,review,rating
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"This product is advertised in a misleading fashion:it says that it is for all ages but it is not.  Unfortunately I did not find that out until attempting to use it on my sister's visiting sick 12 week old baby.It's scary enough dealing with a baby's fever without hearing from every doctor that you talk to that the thing is inaccurate on infants. This should be acknowledged in the packaging not (as it is) buried in the fine print of the directions. It is also very difficult to follow the instructions, and we wasted quite a few of the probe covers trying to figure it out.DON&quot;T BUY THIS AS PREPARATION FOR A NEW BABY. Go the old-fashioned rectal thermometer way, that's what your pediatrician would recommend.",1
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,i was given this thermometer for a shower gift and boy does it come in handy. The only problem i have had with it so far is finding replacement lens covers.  For all those who dont know how to change it from C to F it is really easy.  make sure the unit is off press the &quot;m&quot; it will show wether it is in &quot;f&quot; or &quot;c&quot; then turn the unit on and press &quot;m&quot; to change.  And for all those buying unit it is extremely important to save all the manuals.,4
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"I would like to ditto (and thank!) the reviewer who suggested the CVS brand covers.  After reading her review, I purchased the covers from cvs.com . Then I thought about checking at Walgreen's, and sure enough, they carry them (same price as CVS, 40 for $5.99).  I just picked up a box today.  So I will soon have a bunch of covers, but I don't care.  I just love this thermometer.  I actually have the one with the light on it.  Outstanding product.",5
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"I don't usually bother complaining about products, but this thermometer was such a waste of $, I just wanted to save someone else the trouble. The temperature readings on this are SOOO inaccurate. EVERY time that we check a temp. it is different, it varies alot. Just to see if it worked we tried 8 times in a row on ourselves to see what we got. Every time it was different sometimes by a few degrees. It reads low sometimes, so you may have a temperature and not be aware. And we couldn't even take it back to the store. Do yourself a favor by the regular digital thermometer.We didn't have any luck with a diffferent brand either, the ear ones are all off, but not as bad as this one.",1
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,I have tried and tried again to use this thermometer on my 7 month old and each time it reads a very low temperature.  I get so frustrated that I just go back to our basic digital therm.  I've even had trouble using this on my husband.  I would not recommend this product. Sometimes basic is better!,1
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"We have found that this thermometer often shows different temperatures for each ear.  When we go back to the first ear, it isn't even the same as the first reading.  We are looking for a different one for our second child.  It's fine in a pinch, but I want something more reliable.",2
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"I think this is a great product for older children like1 and older but not for newborns! I have a 2 1/2 month oldand its to hard to use with her ears, dont want to put itin to far, and she moves to much!",4
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"The thermometer works fine, unfortunately you will not find replacement covers ANYWHERE! and the thermometer will not function without a cover. I purchased my thermometer from ToysRUs and they don't even carry the covers. I'd recommend buying another brand, for example I've seen the Thermoscan covers almost everywhere I've looked.",1
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"We have not had a problem with this thermometer, except for the past year we've been unable to use it. Why?  We cannot find replacement covers - anywhere!  Not in stores and when we did finally order from online, the company cancelled the order due to no product.  Ours only came with 10 lens covers - hardly enough to keep using after a year.  Unless you know where you can get replacement covers, I suggest to NOT buy this item.",2
Safety 1st Hospital's Choice Accu Scan Ear Thermometer,"We got this for our baby as a baby shower gift.  It registered accurately only twice.  Since the second usage, it registers drastically different temperatures within seconds of each reading.  Covers are also impossible to find.  Plus, I was told that I would have to wait until baby was 6 months for an ear thermometer to work properly.  She's 7 months and no change!This is a complete waste of money.  Please don't bother.  Your best guess is more accurate for your baby's temperature.  We bought a basic digital for less than half price and use arm pit temperature now.  Much closer to reality!",1
Hospital's Choice Fold Up Nail Clippers,"On the first use of this item a sliver of metal fell off.  If I was not in a well lit room and paying close attention, my 7 week old could have gotten seriously hurt.  To add salt to the wound,  I tried to return the item and I got two separate emails from the seller.  The first email asked me to describe the defect.  I responded to the email. After which, I received a second email asking me to send a picture of the item; SERIOUSLY!  1. Do you think I am storing the sliver of metal to take a picture of it?  2.  If I described the defect as a sliver of metal, the product would look the same as in the original picture of the item, as a sliver denotes a very small piece, so the seller already has a picture of what the product looks like.  3.  If the seller needed a picture, this should have been requested in the first email, not in a second email.  I shop online because I have limited time.  I do not have time to respond to an email trail for a $3 nail clip.  However, I am so irritated with the product and the seller's response that I decided to write this review.  In addition, my request to return the item was closed before the return approval process was completed!",1
Hospital's Choice Fold Up Nail Clippers,I have no complaints at all.  We had these before and lost them.  They work great and were just like the ones from years ago that we replaced.,5
Hospital's Choice Fold Up Nail Clippers,"Ordered before baby was born. Now started to cut the nails already. Nice clippers, easy to hold in the hand.",5
Hospital's Choice Fold Up Nail Clippers,Very nice it's was exactly what I expected. I will defiantly recommend it. I will be buying more in the future.,5
Hospital's Choice Fold Up Nail Clippers,i was nervous -this is my first baby and those nails are SO tiny!!! a friend swore by these clippers and i have been using them since i brought my daughter home! they are great-would recommend to anyone!,5
Hospital's Choice Fold Up Nail Clippers,Gotta say that this makes clipping the kids nails so much easier.  Use to be hesitant clip the nails because I clipped his finger by accident.  Now its way better and so much more control.  No problems at all.,5
Hospital's Choice Fold Up Nail Clippers,These are comfortable to hold and make it easy to cut my baby's nails without cutting them too short or struggling to hold onto the tiny clippers.,5
Hospital's Choice Fold Up Nail Clippers,"We had the Summer Infant clippers first.  They came in a two-pack, with a smaller clipper and a larger clipper.  Neither one worked well.  The larger of the two didn't work at all.  These Safety First clippers cut every time.  For those of you who know how difficult it can be to clip a baby's nails, you also know how frustrating it can be to finally get the clipper positioned right and then have it not cut.  AAAAARRRRGGGHHHH!These work every time.",5
Hospital's Choice Fold Up Nail Clippers,"This nail cutter originally came to us in a baby-care gift set when my first daughter was born. We've used it for her and my son for about 5 years. Upon moving to Boston, it was discovered missing and I tried several others, assuming there wouldn't be much difference. How wrong was I? I finally just ordered this again through Amazon and am very pleased yet again and so is my little 3 month old.",5
Hospital's Choice Fold Up Nail Clippers,"Clipping baby nails is one of the most stressful things. This nail clipper is small, but handles very well and the thicker handles make it an easier process. Well-made... we have been using ours for over 2 years without problems.",5
Hospital's Choice Fold Up Nail Clippers,"This is baby nail clipper #4 that we've tried, and our search is finally over.  It's sharp enough to cut nails on the first try and the white bulb is pretty comfortable to hold.  What more do you need in a pair of baby nail clippers?The losers:- Safety 1st model 49539 (has the holder for emery boards) - the grip is comfortable but the clippers are blunt and therefore useless.  The emery board is useful.- Dubon baby nail clipper (the kind that you wear on your finger like a ring) - has the safety guard so you don't catch the baby's skin in the clippers, but that makes it almost impossible to clip the actual nail.  Plus, it's not sharp and therefore worthless.- Nuby infant nail clipper - not bad in terms of sharpness, but something about the way it's designed makes it really difficult to get at the baby's nails.Search ends here, thank goodness!",5
Safety 1st Digital Pacifier Thermometer,"It is always difficult getting a reading from a thermometer for a sick infant. With this product, given that the infant would be used to a pacifer, works wonders. For all of my friends expecting a little one, this is a must.",5
Safety 1st Digital Pacifier Thermometer,"When I bought this item, I thought this was a really clever way to take a baby's temperature.  I use this thermometer only on occasion.  It's convenient, but it requires about 3 minutes before a final temperature is reached.  It requires that your baby keep it in his mouth for that long.  It's getting harder for my baby to accept this ""pacifier"", now that she is on the larger, 6-month-plus sized pacifiers.  Also, check with your doctor about how to take accurate readings: our pediatrician said that a rectal thermometer was the most accurate for the early weeks of her life.",4
Safety 1st Digital Pacifier Thermometer,"The thermometer only worked one time and then the battery died, and you cannot replace the battery.  This is a waste of money.  We only had it for five months and it is useless already.",1
Safety 1st Space Saver Fold-Up Bath Tub,"We received this as a baby shower gift (after registering for it). I had hoped it would work in our kitchen sink and then fold up to store easily in our small house. However, it doesn't fit well in the sink -- either the sink is too small or too deep as it would leave the tub hanging only by the fold-up sides. And, like another reviewer said, it leaks and doesn't hold much water.While I fully understand that babies and children tend to make a mess, a slippery floor and a slippery baby aren't what I'd prefer to have at the same time.It also doesn't quite seem big enough. My son is only 8 weeks old and there's already not enough room for his legs and feet. (Granted, he was 9lbs 3oz to begin with and just keeps growing.)I think I'll be buying a bigger, bulkier tub soon - as he's still too young for me to feel comfortable bathing him in the sink and my back and knees can't take putting this tub in the bathtub.",2
Safety 1st Space Saver Fold-Up Bath Tub,"This tub is convenient because I can fold it up and store it under my son's dresser.  My son was a big baby....well over 9 pounds by the time of his first tub bath, and now he is almost 14 pounds at 7 weeks.  His head constantly slides to the side, and there is only hard plastic on the sides, so, bath time has not been a fun experience.  I am going to start putting a rolled towel on the side, so that his head willl be cushioned.  They should have thought of this, and made a head cushion out of the foam liner, but, I don't know of many tubs where this wouldn't be the same problem.  As far as holding only a little water, I just let the water run the whole time he is in the tub, and leave the drain open, so he has a constant stream of clean, warm water on him.",3
Safety 1st Space Saver Fold-Up Bath Tub,"This tub was given as a gift for our first baby.  Along with it, we were given one of those bath sponges that you lay in the tub and then set the baby in.  We couldn't have been happier with it.  It was shallow enough that with the sponge, the baby was snuggled just right.  She didn't slide anywhere.  It fit right onto our kitchen sink and when she was a little older we would put some water in our big bathtub and then put her into it with her tub.  She was still secure in her tub but able to enjoy her bath even more.",4
Safety 1st Space Saver Fold-Up Bath Tub,"In my opinion this is the best tub for babies. It fit perfect on my kitchen sink, which made bath time highly convenient.  It is also the perfect size.  And the foam mat that is inside it made it so baby does not slide around. It is also reclined perfectly to keep baby in the perfect position. I got this for a shower gift for my first baby.  Then I got another tub for my second child 2 yrs later.  I ended up putting away the new one and sending my husband to the storage unit to get this one back out.  I love this tub and would reccommend it to anyone.  The only problem that I would have with it is the foam does not come out so it could harbor bacteria. I just always made sure to rinse it with antibacterial soap and HOT water after every use. No other tub compares!!",5
Safety 1st Space Saver Fold-Up Bath Tub,"This tub doesn't have any support for the baby's head, especailly when they can't sit up on their own yet. I have to constantly hold my daughters head to prevent it from falling to the side of the tub which has no paddings. And where she sits in the tub curves too much where she looks like a little ball and I'm not able to sit her forward or anything to wash her back because she doesn't have any more room to bend in the tub. I don't know how to describe it in details, but I just recommend all the moms and dads to just walk by this tub when you see it in the store!",3
Safety 1st Space Saver Fold-Up Bath Tub,"I purchased my first Fold-Up Tub back in 1997 when my 1st daughter was born. When she outgrew it, I gave it away.  Then when I had my 2nd daughter, I purchased another one.  I was completely satisfied with the tub, I am currently expecting another baby the last part of January 2002 and WILL purchase another one.  It is so convenient to use and store.  I never had any problems with the ones I bought.  I recommend this to all parents for their babies, it is affordable and works just great.",5
Safety 1st Space Saver Fold-Up Bath Tub,"This tub made bathtime horrible! Slip resitant pad my... arm! My baby slid all over the place. Now that he is 2 months he doesn't even fit in it anymore. 0-6 months, I don't think so! We bought another tub and were much happier, as is our son! Reading the other reviews I may try to use it as an after the bath seat. BEWARE every single complaint (in all the reviews) is well founded!!!!",1
Safety 1st Space Saver Fold-Up Bath Tub,"I recieved this tub as a gift at my shower. The first time I went to use it, I was alone with the baby. I put the baby in the tub and water started pouring out from the hinges. It was horrible. I tried it again and it did the same thing, even with a tiny amount of water. Please, don't waste your money.",1
Safety 1st Space Saver Fold-Up Bath Tub,BOUGHT THIS FOR MY DAUGHTER WHEN SHE WAS 2 MONTHS OLD. NOW 8 MONTHS STILL USING IT. I LIKED THAT IT FOLDED UP FOR EASY STORAGE.  SOME OF THE OTHER BABY BATH TUBS ARE SO BIG AND BULKY. IT ALSO IS VERY STURDY.,5
Safety 1st Space Saver Fold-Up Bath Tub,"This is OK for the short time that I am actually going to use it because it does get the job done.  However:-it does not hold a lot of water, so the water gets cool fast-the cusion is not that soft so I still have to put my hand under my babies headThe good news is:-it folds for easy storage-it has a little area for you to put the bathing items that you use such as some soap, wash cloth, or toys",2
Safety 1st Space Saver Fold-Up Bath Tub,"This tub works fine.  It does not pose any safty hazard and is better than just puting baby straight into the tub, but be aware that it does have some problems.  Firstly, it is difficult to keep your baby (who cannot sit - which is the whole purpose of the tub) from drooping over to the side.  It also brags that it is a space saver, but to me that is like a bicycle advertising itself as a space saver simply because the basket on the handle bars is removable...in other words it is an exaggeration.  Lastly, after awhile, the bottom yellow pad starts peeling up and you can not get it to stick back down....I don't feel ripped off or anything, but I am having another baby now and replacing it with a better one.  This one won't even make it to the garage sale...it is going in the trash.",2
Safety 1st Space Saver Fold-Up Bath Tub,"I bought this tub because it  folded up. However, I hate it. It's hard to fill with water and there are trenchs on either side were my baby gets her foot stuck. The biggest problem I have is where the tub folds there is an open space that some how my baby keeps putting her hand in and getting scrapped.",1
Safety 1st Space Saver Fold-Up Bath Tub,"I bought this for size convienence. While its folding feature is very useful, I had to buy a bath sponge to put under my son because the foam liner was NOT slip resistant. My son slides all over. It did fit in my sink well, though, and the drain plug is useful. My son is 6mos and 25 inches and is about to grow out of it, but the tub does say 0-6 mos, so I guess it's time for a bath seat. I guess if you decide to purchase it, get a bath pad too!",3
Safety 1st Space Saver Fold-Up Bath Tub,We bought this tub for our first child and it was great. We used it first on the counter and then later in the big tub so that our son would be used to the running water sound (which can be scary to a young child). It is so compact and easy to store. I didn't want a bulky tub to try to store when I wasn't using it in our apartment. I kept this bath and will be using it with our next child we are expecting in a few months! I think this is a great buy and very well priced. Face it you will only be using this for a few months until your child can sit up on his/her own so spending a bunch on a fancy tub just doesn't make sense. =),5
Safety 1st Space Saver Fold-Up Bath Tub,We are ""apartment dwellers"" and the idea of this tub folding up really attracted us to this product.  It IS very compact and fit nicely into a nook in our tiny bathroom.  Buy it does tend to leak at the hinges; I recommend using it inside the sink and not on a counter-top.  It also is very shallow.  It was perfect for those very first baths when you don't want too much water in the tub or possibly for a child who does not like baths.  But my son is a bath lover and before he was even 6 weeks old we'd replaced it with a deeper tub to allow him to stay warmer and also to splash around more.  If I could do it again I'd save my money (every little bit counts for us!) and just buy a bigger tub to begin with.,2
Safety 1st Space Saver Fold-Up Bath Tub,This is a great tun for the price.  I used for my son until he was about 10 months old and thereafter he could sit up in the tub on his own.  It folds up very easily.  I found that using a body spong to line the bottom of this tub made it much easier to keep a slippery infant secure and comfortable.  I was not able to save this item to use with my next baby as the yellow lining inside the tub began to discolor but for the price this was an item that I did not mind throwing out after using it with only one baby.  This tub lacks the bells and whistles of more expensive ones but does the job and does it well.  I would buy this item again when I have another baby.,4
Safety 1st Space Saver Fold-Up Bath Tub,"I registered for the tub because storage is limited in my house.  My husband and I do not like this tub because if you fill it up too high the water spilled out of the sides where it folds up.  It also does not hold very much water.  Only my son's bottom is in the water.  His feet and hands are out of the water, so he cannot explore the water with them.  When he was younger his head always leaned to one side and ended up resting on the plastic side of the tub.  I was always worried that he would slip down.  I would recommend buying a different tub.",2
Safety 1st Space Saver Fold-Up Bath Tub,"I like this tub, it fits in my sink well, it folds up nicely. My daughter is 4 months old and still fits in it.",5
Safety 1st Space Saver Fold-Up Bath Tub,"We have used this tub for our daughter from birth to now (she is 6 months old). And she was 6 lbs, 14 oz at birth and now is 20 lbs (she's a big baby).  I don't understand the comments about it leaking at the hinges - it's not meant to be that full.  If it was that full it would be dangerous in that if the baby turned their head to the side it would be in the water!  The little reservoir is great at the end to keep ""clean"" water and the plug you can pull anytime is a must.  It fits down in our kitchen sink (and we have used it in other kitchen sinks when traveling - it has fit every one) and you can drain and refill during the bath.  We keep our little one warm by placing a wet, warm washcloth on her belly while we wash her hair (since this tub is in the sink and has the plug to pull - we leave the water running and can -re-warm her washcloth over and over) - a higher water level would be unsafe.  There is nothing I would change about this tub.  We'd keep using it except our daughter is sitting alone now and we think she's ready to play in the big tub.",5
Safety 1st Space Saver Fold-Up Bath Tub,"I bought this tub for the convience.  I thought having a folding tub to store would be much easier.  My infant gets her feet caught in the sides of the tub and screams!  It hurts her poor feet.  Also she slides all over the place her head usually ends up propped up against the side which is not comfortable.  Also it does not hold much water so you end up having to dump water out just to have enough room to rinse her off and she stays cold the whole time.I would imagine it would not work well for older babies either, it is almost too small for her and she is only 10 lbs.  I hope this helps someone!",1
Safety 1st Space Saver Fold-Up Bath Tub,"We first saw this fold-up infant tub in the NICU unit where our baby stayed for her first 4 weeks.  Its ability to be easily stored was a big plus in the hospital, as well as at home.  The NICU nurse recommended that we line any infant tub with one of those baby bath sponges (ours is yellow and in the shape of a bear).  We use our tub in the kitchen sink.  Leaks, pinches and mildew have never been a problem.  Oddly enough, we have found that our baby likes to sit in the tub backwards (once she could hold up her head).  This positon is more upright and also makes it easier to wash her hair.  We use the kitchen sprayer on low and place a washcloth over our baby's torso which we frequently re-wet with warm water to keep her from getting cold.  Our baby is still a bit small for 4 months, but we anticipate that this tub will work for several more months.  Our baby loves bath time!- Our baby is now 8 months old and about 16 pounds.  We have used this infant tub up until this point and are just now graduating to the big tub.  This fold-up tub was a great purchase for us!",5
Safety 1st Space Saver Fold-Up Bath Tub,"This tub was an excellent purchase for our family. It folds up easily and neatly for a quick trip to grandma's house or for storage.One thing I recommend is purchasing a baby contoured body sponge to lay inside the tub as the lining is neither soft nor slip proof (a thick towel would also do the job). We have one and it makes the entire bathing experience a joy as we don't have to worry about holding our son is a safe position while we bathe him. The tub folds and unfolds easily and has no problems leaking. We live a California so we don't worry about the tub not being deep enough to allow the water to cover our baby completely, but if you lived in a colder area I might think about purchasing another tub that can keep your baby covered by more warm water.",5
Safety 1st Space Saver Fold-Up Bath Tub,"because it folds up, it doesn't hold enough water to cover baby to keep him warm.  Nice portability however.",2
Safety 1st Space Saver Fold-Up Bath Tub,"I thought that this tub looked neat because it folded up for easy storage and it had a foam cushion already in it, plus the price was great! This was the worst purchase I have made.  My baby looked like she was &quot;folded&quot; when I put her in the bathtub and she slid sideways, because there arent any adjustments to the tub, so you can't raise it up and down.  I would advice anyone looking for a tub to just purchase a 3 in 1 tub.",1
Safety 1st Space Saver Fold-Up Bath Tub,"There were definitely problems w/this tub. My baby's feet did get stuck in the hinges as others have mentioned. Also, if you try to put much water in it, it leaks. Try to shop around. Since my baby has gotten bigger, the little bather stands have worked best for us. This tub made us dread bath time.",2
Safety 1st Space Saver Fold-Up Bath Tub,"This a great tub. fits in the sink great, I purchased a small sponge to lay her on so she would not slip. I love that if folds up saves space. Only problem is shes getting to big for it  My daughter loves her tub time !!!",5
Safety 1st Space Saver Fold-Up Bath Tub,"The good features of this tub:stores easily-takes up very little spacehas a nice sponge pad to reduce slippinghas a little holding area at baby's feet for soap, sponge, etc.Unfortunately, the bad features are pretty bad:maximum water level is only high enough to keep a 7-week-old's bottom wet (and warm) - the rest is all out of the waterit is not contoured from side to side, so baby slips and slouches diagonally in the tub, resting his head on one of the hinges.That said, we are using this tub again with the second child, but I think it will only be useful for a few weeks.  We are already placing it into the big tub and using it there, which erases any benefit to the parent of not having to bend over.If we had the space, I would definitely use a different tub.",2
Safety 1st Space Saver Fold-Up Bath Tub,"I love this thing, all the advantages of a full size bath with a special twist.  I live in a very small house and this was perfect for my needs.  It folds easily, the baby fits in the bath tub as if it was any other bath.  I do not see any pinching hazards due to it being a folding tub.  Mat is easily cleaned as it is not to porous.  Would recommend, especially if you have limited space.",5
Safety 1st Space Saver Fold-Up Bath Tub,"For new moms looking for a easy, compact tub..this is the one!I've used this tub for my daughter since she was 2 weeks old.  As she got older I put this tub right in our larger tub and it fills and drains easy.  It's easy to clean, folds easy and you can store it right in the closet.  After each bath I would leave it out to dry and then folded it up and stored it away, it NEVER got mildew or smelled.  My daughter is now 7 months old and has out grown this tub but I have to say it's the best one yet!",5
Safety 1st Space Saver Fold-Up Bath Tub,"I have used this tub since I brought my newborn home fromthe hospital.  He loves getting a bath.  This tub keeps the water below his waist, for less chance of drowning as long as I am right there.  It also has a plug that I can let water out if neede, in case it is too full.  It has a rubber center that keeps baby from slipping and causing injury.  This tub folds up really nicely and I can fit it under my sink to keep it out of the way.  So, it is handy, safe, and convenient.",5
Safety 1st Space Saver Fold-Up Bath Tub,this tub it totally uncomfortable and poorly made.  safety first needs to get their act together because a lot of their products lately are poorly made!,1
Safety 1st Space Saver Fold-Up Bath Tub,"This is the first review I have bothered to write because I feel so strongly on this item.I will be looking for another bather asap. I have used this one twice. The first time I didn't know the water would leak out the hinges on all 4 sides so I had water all over my countertop while my baby was just put in. It was difficult to try to catch the water and hold onto a screaming newborn. Plus I had to use her towel to sop up the water. Good thing Daddy was around to bring me another towel for her. The second time I used it I was aware that it leaked, but I still managed to have it overflow and water leak when the baby was put in. This leak factor would be ok if you were planning on putting the bather in the bathtub, but otherwise it makes a mess.Also, the water is so shallow that she shivered the entire time. If it is shallow when she is 3 weeks old, it will really be shallow when she is bigger. Don't recommend at all.",1
Safety 1st Space Saver Fold-Up Bath Tub,"I was given this tub, and am not one to look a gift horse in the mouth, but it is terrible.  The plastic edges where the tub folds stick out and poke my little one in the temples when he slides sideways.  He is always slipping down lower, and lower as I attempt to bathe him. The whole process quickly becomes an ordeal.  I was a nanny all through college and never had these problems with the other tubs.  I really don't like it.",1
Safety 1st Space Saver Fold-Up Bath Tub,"I would highly recommend this tub to any new parent.  My daughter has been taking her baths in this since she was born (now six months) and only now will I begin to start her in the ""adult"" tub in a bathing seat.This tub is safe - padding helps to keep baby in place, of course you have to hold her 100% of the time! Isn't this common sense?This tub is easy to clean.  Rinse off and wipe it down -- I am done with clean up in minutes.This tub is convenient.  It folds up and stores under your sink, in a cabinet, wherever.  Out of sight!!!This tub is reasonably priced.  Because you will only use it for a short time (they'll outgrow it by six months) you don't have to spend a lot for its great features.I highly recommend it to all!!!",5
Safety 1st Space Saver Fold-Up Bath Tub,"I bought this tub about 6 years ago for my first child and am now using it for our newest addition and I have not experienced any problems. As far as the water going over the sides, which it does do that, I keep the water running in the tub and keep the bottom portion under the running water so the water around the baby is always warm. My children were and are small babies so outgrowing the tub early has not been a problem. My first daughter was sitting on her own by 2 1/2 months but she still loved sitting in this tub and playing. Though not perfect, but what is these days, I would still recommend it.",4
Safety 1st Space Saver Fold-Up Bath Tub,"My mom got this tub for my daughter right after she was born.  We have used it since she was able to take a bath, and she's 4 months old.  I liked that it could be folded, but I never actually put it away unless we have company since I use it daily.  It does leak at the hinges.  My daughter is very comfortable in it.  Since she was born in the winter, I gave her a bath in the bathroom so that I could get it really warm.  It does fit in the kitchen sink though.  I still give her her bath in the bathroom, and just sit her tub in the big tub.  It uses less water, her head is elevated, and she's a little higher.  She hasn't outgrown it yet, and has plenty of room. It is a great tub, and a great price!",4
Safety 1st Space Saver Fold-Up Bath Tub,"We bought this tub because the cloth one we had before got a musty smell to it if you didn't machiene wash it after every bath.  We liked the ease of cleaning this tub, and how it folds up to store nicely.  I didn't experience any problems with leaking, (only with splashing, as my daughter likes to waive her arms in the tub).  On the downside, my daughter is only 8 weeks old and 24 inches long.. her legs drape up and over the tub and her feet are FREEZING during bathtime eventhough we keep a heater blowing on us the whole time. As she has gotten stronger, she will bend her knees and get her legs inside the tub where she quickly pushes off the upslope and nealy catapolts herself from the tub.  She has more than once ended up hitting the hard plastic sides with her face when she turns her head to look around, despite the fact that I always have a hand on her.I guess, bottom line the tub is OK for the money and for small, lethargic babies with genetically warm feet.",3
Safety 1st Space Saver Fold-Up Bath Tub,I have been using this tub since my baby's first bath.  He is 5 months old now and we still use this tub all the time. This is very useful.  My son also like this tub very much.  He is very comfortable with this tub. The only problem I faced is that the water leaks in seams.  You should be careful about that.  Otherwise this tub is very comfortable.,4
Safety 1st Space Saver Fold-Up Bath Tub,Our baby boy seems to love this tub. It fits fine in our double sink and the baby seems quite comfortable.  I do wish it held a little more water but how much water does a 2 month old need! This is a great tub for the money.,4
Floating Bath Pal Baby Bath Thermometer,"I have purchased this item multiple times for all of my friends expecting a little one. The baby thermometer works wonders when a little one progress from using a baby bathtub to being alone in the big bath tub. I was always afraid of giving a little one a bath in hot water and I was always giving my little one a cold bath. With this thermometer, I never have to worry about the temperature of the bath water again. The kids love it as well. It is very durable and the kids love to play with it.The way it works is by dunking the thermometer in the water for a few seconds. As long as you see green numbers on the thermometer, the water is good. If the number is blue, it is either regressing or progressing and you need to adjust the temperature as needed. All of my friends love it.",5
Stroller Rain Cover,"I bought this rain shield after reading another review that said it fits Peg Perego strollers. Since we live in NYC, it is an absolute essential! We had a Prince Lionheart Rain Shield but left it behind on a trip.The quality of this shield is excellent; durable, heavy plastic, nice side vents, etc.The major flaw is that it does not hang down far enough in the front, and when we were out with it last, my 17 month old's feet were drenched because the shield left them exposed. He is of average height but since he will obviously grow before he is totally out of the stroller, this shield is useless to us. (I will save it for any future babies, when we are using the carseat/stroller combo).I am really disappointed and will have to buy another shield.",2
Stroller Rain Cover,I had this on my baby list as it claims it fits over most strollers. I too have the Peg Perego Pliko stroller and last week I tried using it for the first time. Hah! I spent 20 minutes in the wind trying to get the darn thing to stay put. There are no straps or snaps or anything to keep it over the stroller and it kept blowing off like an inflatable balloon! I spent more time chasing it across the parking lot than anything else. Gave up and will be returning it. When I was in the UK they sold a Peg Perego rain cover that first over the Pliko perfectly. Where can I get one here?? Don't waste your money if you have a Peg Perego!,1
Stroller Rain Cover,"Living in the city, our only form of entertainment outside is really to just take a stroll, and this cover really helps, especially on those sunny but windy days.  I do agree with others that it's a pain to fold up, but it is do-able.  You just have to keep the creases there (from when you first open the package), but folding it the same way (like a paper bag)...then it'll come out somewhat flat.It's also nice that it fits over the stroller even with the car seat snapped in.",4
Stroller Rain Cover,"My hubsand and I just moved to England on a military duty tour , and the weather is crazy. But the rain cover was great it fitted very good on the stroller , and it even fit on the baby jogger . Love it",5
Graco Traveling Potty Seat,"I was a little worried about pinching after reading reviews, but I ALSO read the reviews about how to use it and that helped so much. It works like a charm. I like having it because DD's little bum would just fall into the bowl w/o it. I bring it aling everywhere so we don't have to worry about if someone has a potty seat or not.",4
Graco Traveling Potty Seat,"We're currently in the process of potty training our 2 yr old daughter, and we travel a bit.  I saw this and thought it a great idea!  Only problem is, if the seat isn't EXACTLY on right, it can slide off of some hotel toilets.  Doesn't work to well on the extra large (oblong) toilets because the back part isn't supported by the normal toilet seat, but it does help.  And you do know its clean and you know where its been, so when lil one puts her hands on it to help support herself, you don't have to worry about what shes acutally picking up. Travels well in a diaper bag, purse, or the back of a stroller.",4
Graco Traveling Potty Seat,My sister gave me her's for my now 6-year-old daughter.  It was great!  I can't find it and am going to purchase a new one for my 2-year-old son who is now potty trained!!!!  I hate to rely on the paper seats for protection.  This is much better and YOU KNOW it's clean.,4
Graco Traveling Potty Seat,"This is a wonderful way for your boy or girl to stay clean and comfortable using the potty when away from home.  It is foldable which makes it easy to carry in a purse; it is comfortable and stable on the toilet which reinforces the child that it is safe to sit freely.  Don't be worried about catching your child's skin on the fold ends, it does not.  A convenient plastic zipper bag is sold with it too.  Enjoy!",5
Graco Traveling Potty Seat,"If your child is too little to slide all the way back or you can't stand the thought of them touching the a public restroom, then this 'might' work. But, this thing fell in the stupid toilets more times than I care to remember and that is less sanitary. If I'm going somewhere where it's easy for me to take the regular potty ring [not foldable] I do that. Otherwise, I use wipes and toilet paper and save myself the trouble.",3
Safety 1st Deluxe 4-in-1 Bath Station,"I was given this tub at my baby shower. At first it seemed to be a great gift because it would work until my daughter was a toddler. Well, it didn't turn out that way. The tub leaks water from the bottom even if you follow the directions on how to put it together. I didn't realize it was leaking until there was a huge puddle on my bathroom counter. Another drawback is that it is so big that I can't get it to drain into my bathroom sink if it is sitting on the counter...so I have to carry it over to the tub to drain. ANY time I have lifted it in order to drain it in the tub, when it was supposed to be locked together...it ALWAYS came apart and water poured out all over the bathroom floor. I had to mop this up three times before I finally decided to give it up and get a new tub.Another thing that was extremely annoying is that my daughter would slide down the net sling everytime which meant I had to constantly pick her up and readjust her...not easy with a wet slippery baby!I HATE THIS TUB!!! I just bought a new tub (FOR LESS MONEY) that is GREAT! It has a sling that goes all the way across the top of the tub so she doesn't slip at all. Now she likes bathtime..and so do I.",1
